run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260509_224515_016,moderate,treatment,True,transparency_experiment,completed,20260510_015031,2026-05-10T01:53:21+0200,2,6,1,2,18,8,60019,27995,88014,170.5309,Candidate C,consensus,Candidate C,1,0.903595,0.891708,0.927085,0.625,0.625,0.625,0.564747,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_016/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0.891708,0.927085,0.891993
moderate_treatment_20260509_224515_017,moderate,treatment,True,transparency_experiment,completed,20260510_015325,2026-05-10T01:58:42+0200,5,14,0,0,45,14,141978,51999,193977,316.8529,Candidate A,max_round_majority_vote,Candidate C,0,0.769778,0.681497,0.878768,0.75,0.625,0.875,0.577333,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_017/metadata.json,2,0,1,0,0.625,0.75,0.875,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.749068,0.681497,0.878768
moderate_treatment_20260509_224515_018,moderate,treatment,True,transparency_experiment,completed,20260510_015844,2026-05-10T02:03:11+0200,5,15,0,0,45,15,147552,52326,199878,266.4004,Candidate C,max_round_majority_vote,Candidate C,1,0.804391,0.720745,0.931894,0.75,0.625,0.875,0.603293,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_018/metadata.json,0,1,2,0,0.75,0.875,0.625,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.760535,0.931894,0.720745
moderate_treatment_20260509_224515_019,moderate,treatment,True,transparency_experiment,completed,20260510_020314,2026-05-10T02:05:11+0200,2,6,0,0,18,6,49972,23540,73512,116.925,Candidate C,consensus,Candidate C,1,0.908563,0.894911,0.924782,0.5,0.5,0.5,0.454282,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_019/metadata.json,0,0,3,0,0.5,0.5,0.5,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.924782,0.905997,0.894911
moderate_treatment_20260509_224515_020,moderate,treatment,True,transparency_experiment,completed,20260510_020514,2026-05-10T02:08:27+0200,3,9,1,2,27,11,89092,38243,127335,193.5407,Candidate B,consensus,Candidate C,0,0.912424,0.890202,0.927142,0.25,0.125,0.375,0.228106,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_020/metadata.json,0,3,0,0,0.25,0.375,0.125,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.919927,0.927142,0.890202
moderate_treatment_20260509_224515_021,moderate,treatment,True,transparency_experiment,completed,20260510_020831,2026-05-10T02:11:20+0200,3,9,0,0,27,9,82489,37574,120063,169.3016,Candidate C,consensus,Candidate C,1,0.86364,0.833531,0.923711,0.875,0.75,1.0,0.755685,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_021/metadata.json,0,0,3,0,0.75,0.875,1.0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833531,0.923711,0.833679
moderate_treatment_20260509_224515_022,moderate,treatment,True,transparency_experiment,completed,20260510_021123,2026-05-10T02:15:37+0200,5,15,0,0,45,15,152990,56977,209967,253.5146,Candidate A,max_round_majority_vote,Candidate C,0,0.844684,0.811257,0.892561,0.333333,0.125,0.625,0.281561,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_022/metadata.json,2,1,0,0,0.125,0.625,0.25,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0.892561,0.830233,0.811257
moderate_treatment_20260509_224515_023,moderate,treatment,True,transparency_experiment,completed,20260510_021539,2026-05-10T02:20:51+0200,5,15,0,0,45,15,159279,61694,220973,311.5733,Candidate B,max_round_majority_vote,Candidate C,0,0.802839,0.755632,0.885842,0.208333,0.125,0.25,0.167258,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_023/metadata.json,1,2,0,0,0.125,0.25,0.25,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.767042,0.755632,0.885842
moderate_treatment_20260509_224515_024,moderate,treatment,True,transparency_experiment,completed,20260510_022054,2026-05-10T02:25:18+0200,5,15,0,0,45,15,151753,53019,204772,264.0376,Candidate B,max_round_majority_vote,Candidate C,0,0.858597,0.814767,0.934804,0.666667,0.25,0.875,0.572398,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_024/metadata.json,0,2,0,1,0.875,0.875,0.25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.934804,0.82622,0.814767
moderate_treatment_20260509_224515_025,moderate,treatment,True,transparency_experiment,completed,20260510_022521,2026-05-10T02:29:40+0200,5,15,0,0,45,15,151666,55977,207643,259.1813,Candidate A,max_round_majority_vote,Candidate C,0,0.781028,0.717314,0.895035,0.541667,0.25,0.75,0.423057,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_025/metadata.json,2,0,0,1,0.75,0.625,0.25,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0.730734,0.895035,0.717314
moderate_treatment_20260509_224515_026,moderate,treatment,True,transparency_experiment,completed,20260510_022943,2026-05-10T02:35:11+0200,5,15,1,2,45,17,168041,58960,227001,327.4268,Candidate B,max_round_majority_vote,Candidate C,0,0.794921,0.728856,0.901143,0.458333,0.125,0.625,0.364339,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_026/metadata.json,1,2,0,0,0.125,0.625,0.625,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0.728856,0.754765,0.901143
moderate_treatment_20260509_224515_027,moderate,treatment,True,transparency_experiment,completed,20260510_023514,2026-05-10T02:37:56+0200,3,8,0,0,27,8,78512,34216,112728,162.4269,Candidate C,consensus,Candidate C,1,0.826588,0.774504,0.886454,0.583333,0.5,0.625,0.482176,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_027/metadata.json,0,0,3,0,0.625,0.625,0.5,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0.818805,0.886454,0.774504
moderate_treatment_20260509_224515_028,moderate,treatment,True,transparency_experiment,completed,20260510_023759,2026-05-10T02:43:48+0200,5,15,0,0,45,15,162688,58970,221658,349.647,Candidate C,max_round_majority_vote,Candidate C,1,0.846805,0.819684,0.880254,0.541667,0.5,0.625,0.458686,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_028/metadata.json,0,1,2,0,0.625,0.5,0.5,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0.880254,0.819684,0.840476
moderate_treatment_20260509_224515_029,moderate,treatment,True,transparency_experiment,completed,20260510_024351,2026-05-10T02:48:19+0200,5,15,0,0,45,15,148777,53126,201903,268.146,Candidate D,max_round_majority_vote,Candidate C,0,0.792207,0.753495,0.812571,0.5,0.0,0.75,0.396103,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_029/metadata.json,0,1,0,2,0.75,0.0,0.75,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.812571,0.753495,0.810554
moderate_treatment_20260509_224515_030,moderate,treatment,True,transparency_experiment,completed,20260510_024823,2026-05-10T02:52:41+0200,5,15,0,0,45,15,151811,53312,205123,258.4275,Candidate C,max_round_majority_vote,Candidate C,1,0.864019,0.84007,0.907596,0.625,0.5,0.75,0.540012,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260509_224515_030/metadata.json,0,1,2,0,0.75,0.625,0.5,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0.84007,0.84439,0.907596
high_baseline_20260509_224515_001,high,baseline,False,transparency_experiment,completed,20260510_063102,2026-05-10T06:32:15+0200,2,6,0,0,0,6,16321,6898,23219,73.0574,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_001/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_002,high,baseline,False,transparency_experiment,completed,20260510_063218,2026-05-10T06:34:15+0200,3,9,0,0,0,9,32241,13064,45305,116.7523,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_002/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_003,high,baseline,False,transparency_experiment,completed,20260510_063418,2026-05-10T06:37:34+0200,5,15,0,0,0,15,73549,17564,91113,196.7093,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_003/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_004,high,baseline,False,transparency_experiment,completed,20260510_063738,2026-05-10T06:40:45+0200,4,12,6,12,0,24,102307,18277,120584,187.41,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_004/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_005,high,baseline,False,transparency_experiment,completed,20260510_064048,2026-05-10T06:41:57+0200,2,6,0,0,0,6,16627,7576,24203,68.7334,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_005/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_006,high,baseline,False,transparency_experiment,completed,20260510_064200,2026-05-10T06:42:57+0200,2,6,0,0,0,6,16438,5980,22418,57.189,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_006/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_007,high,baseline,False,transparency_experiment,completed,20260510_064301,2026-05-10T06:44:04+0200,2,6,0,0,0,6,16450,7594,24044,63.6465,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_007/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_008,high,baseline,False,transparency_experiment,completed,20260510_064407,2026-05-10T06:45:34+0200,2,6,1,2,0,8,22678,7468,30146,86.218,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_008/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_009,high,baseline,False,transparency_experiment,completed,20260510_064537,2026-05-10T06:47:18+0200,2,6,0,0,0,6,16288,6554,22842,100.664,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_009/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_010,high,baseline,False,transparency_experiment,completed,20260510_064721,2026-05-10T06:49:39+0200,4,12,0,0,0,12,50168,15826,65994,138.4475,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_010/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_011,high,baseline,False,transparency_experiment,completed,20260510_064942,2026-05-10T06:52:45+0200,5,15,1,2,0,17,80214,19297,99511,182.1988,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_011/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_012,high,baseline,False,transparency_experiment,completed,20260510_065247,2026-05-10T06:55:22+0200,5,15,0,0,0,15,69356,16627,85983,154.6956,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_012/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_013,high,baseline,False,transparency_experiment,completed,20260510_065525,2026-05-10T06:57:15+0200,3,9,2,4,0,13,47247,12268,59515,109.658,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_013/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_014,high,baseline,False,transparency_experiment,completed,20260510_065718,2026-05-10T06:58:23+0200,2,6,0,0,0,6,17101,7867,24968,65.0989,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_014/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_015,high,baseline,False,transparency_experiment,completed,20260510_065826,2026-05-10T06:59:24+0200,2,6,0,0,0,6,16570,5947,22517,57.9613,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_015/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_016,high,baseline,False,transparency_experiment,completed,20260510_065927,2026-05-10T07:00:37+0200,2,6,0,0,0,6,16503,6415,22918,70.2141,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_016/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_017,high,baseline,False,transparency_experiment,completed,20260510_070041,2026-05-10T07:01:42+0200,2,6,0,0,0,6,16818,6321,23139,61.0684,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_017/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_018,high,baseline,False,transparency_experiment,completed,20260510_070144,2026-05-10T07:02:52+0200,2,6,0,0,0,6,16699,7158,23857,67.913,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_018/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_019,high,baseline,False,transparency_experiment,completed,20260510_070256,2026-05-10T07:04:13+0200,2,6,0,0,0,6,16627,8522,25149,76.8809,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_019/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_020,high,baseline,False,transparency_experiment,completed,20260510_070416,2026-05-10T07:05:20+0200,2,6,0,0,0,6,16592,7191,23783,64.5573,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_020/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_021,high,baseline,False,transparency_experiment,completed,20260510_070523,2026-05-10T07:06:24+0200,2,6,0,0,0,6,17072,5815,22887,60.7214,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_021/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_022,high,baseline,False,transparency_experiment,completed,20260510_070627,2026-05-10T07:07:45+0200,2,6,2,4,0,10,32172,8754,40926,77.7307,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_022/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_023,high,baseline,False,transparency_experiment,completed,20260510_070748,2026-05-10T07:11:09+0200,5,15,2,4,0,19,98340,21616,119956,200.546,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_023/metadata.json,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_024,high,baseline,False,transparency_experiment,completed,20260510_071112,2026-05-10T07:19:04+0200,5,15,0,0,0,15,70854,20385,91239,471.5943,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_024/metadata.json,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_025,high,baseline,False,transparency_experiment,completed,20260510_071906,2026-05-10T07:22:00+0200,2,6,0,0,0,6,16568,6844,23412,173.1495,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_025/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_026,high,baseline,False,transparency_experiment,completed,20260510_072203,2026-05-10T07:28:40+0200,2,6,2,4,0,10,29943,9658,39601,397.1628,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_026/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_027,high,baseline,False,transparency_experiment,completed,20260510_072843,2026-05-10T07:32:25+0200,2,6,0,0,0,6,16887,6577,23464,222.2753,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_027/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_028,high,baseline,False,transparency_experiment,completed,20260510_073228,2026-05-10T07:40:26+0200,5,15,0,0,0,15,70863,14908,85771,478.182,Candidate A,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_028/metadata.json,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_029,high,baseline,False,transparency_experiment,completed,20260510_074029,2026-05-10T07:46:10+0200,2,6,0,0,0,6,15726,7905,23631,340.445,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_029/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260509_224515_030,high,baseline,False,transparency_experiment,completed,20260510_074613,2026-05-10T07:50:07+0200,2,6,0,0,0,6,17375,8791,26166,234.0678,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260509_224515_030/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_treatment_20260509_224515_001,high,treatment,True,transparency_experiment,completed,20260510_025244,2026-05-10T02:55:29+0200,2,6,0,0,18,6,78655,31635,110290,164.3793,Candidate B,consensus,Candidate C,0,0.807691,0.743473,0.88686,0.458333,0.125,0.75,0.370191,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_001/metadata.json,0,3,0,0,0.125,0.75,0.5,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0.743473,0.88686,0.79274
high_treatment_20260509_224515_002,high,treatment,True,transparency_experiment,completed,20260510_025532,2026-05-10T02:58:17+0200,2,6,0,0,18,6,81956,33505,115461,164.5628,Candidate B,consensus,Candidate C,0,0.904435,0.894993,0.914507,0.125,0.125,0.125,0.113054,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_002/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.914507,0.903806,0.894993
high_treatment_20260509_224515_003,high,treatment,True,transparency_experiment,completed,20260510_025820,2026-05-10T03:00:51+0200,2,6,1,2,18,8,94319,30768,125087,150.8612,Candidate B,consensus,Candidate C,0,0.901259,0.874009,0.928368,0.208333,0.125,0.375,0.187762,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_003/metadata.json,0,3,0,0,0.375,0.125,0.125,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.874009,0.928368,0.901399
high_treatment_20260509_224515_004,high,treatment,True,transparency_experiment,completed,20260510_030054,2026-05-10T03:03:20+0200,2,6,0,0,18,6,79302,29749,109051,146.8289,Candidate C,consensus,Candidate C,1,0.82227,0.774503,0.915734,0.625,0.625,0.625,0.513919,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_004/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.915734,0.774503,0.776574
high_treatment_20260509_224515_005,high,treatment,True,transparency_experiment,completed,20260510_030324,2026-05-10T03:05:23+0200,2,5,0,0,18,5,65830,26905,92735,118.8866,Candidate C,consensus,Candidate C,1,0.801423,0.734587,0.915717,0.625,0.625,0.625,0.500889,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_005/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.753964,0.915717,0.734587
high_treatment_20260509_224515_006,high,treatment,True,transparency_experiment,completed,20260510_030526,2026-05-10T03:07:40+0200,2,6,0,0,18,6,81799,30514,112313,134.2919,Candidate C,consensus,Candidate C,1,0.902665,0.880539,0.945263,0.625,0.625,0.625,0.564166,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_006/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.882192,0.945263,0.880539
high_treatment_20260509_224515_007,high,treatment,True,transparency_experiment,completed,20260510_030743,2026-05-10T03:09:58+0200,2,6,1,2,18,8,85343,28548,113891,134.7645,Candidate A,consensus,Candidate C,0,0.845822,0.811987,0.90832,0.291667,0.125,0.625,0.246698,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_007/metadata.json,3,0,0,0,0.625,0.125,0.125,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.90832,0.81716,0.811987
high_treatment_20260509_224515_008,high,treatment,True,transparency_experiment,completed,20260510_031001,2026-05-10T03:13:57+0200,3,9,1,2,27,11,177156,50464,227620,235.5626,Candidate B,consensus,Candidate C,0,0.866461,0.811458,0.922554,0.333333,0.125,0.75,0.28882,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_008/metadata.json,0,3,0,0,0.75,0.125,0.125,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.922554,0.811458,0.865372
high_treatment_20260509_224515_009,high,treatment,True,transparency_experiment,completed,20260510_031400,2026-05-10T03:17:44+0200,2,6,1,2,18,8,85188,27257,112445,224.501,Candidate C,consensus,Candidate C,1,0.854468,0.810502,0.921528,0.75,0.625,1.0,0.640851,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_009/metadata.json,0,0,3,0,1.0,0.625,0.625,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.810502,0.921528,0.831373
