run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_treatment_20260508_080303_001,high,treatment,True,transparency_experiment,completed,20260508_103232,2026-05-08T10:34:32+0200,2,6,0,0,18,6,81291,31442,112733,120.0201,Candidate B,consensus,Candidate C,0,0.894058,0.869739,0.932788,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_001/metadata.json,0,3,0,0,0.869739,0.932788,0.879647
high_treatment_20260508_080303_002,high,treatment,True,transparency_experiment,completed,20260508_103436,2026-05-08T10:36:39+0200,2,6,0,0,18,6,79373,29564,108937,123.794,Candidate A,consensus,Candidate C,0,0.796867,0.725679,0.909893,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_002/metadata.json,3,0,0,0,0.755029,0.909893,0.725679
high_treatment_20260508_080303_003,high,treatment,True,transparency_experiment,completed,20260508_103643,2026-05-08T10:38:33+0200,2,6,0,0,18,6,79200,31034,110234,110.2573,Candidate A,consensus,Candidate C,0,0.824453,0.756608,0.921884,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_003/metadata.json,3,0,0,0,0.921884,0.756608,0.794866
high_treatment_20260508_080303_004,high,treatment,True,transparency_experiment,completed,20260508_103836,2026-05-08T10:40:18+0200,2,6,1,2,18,8,87061,28431,115492,101.3158,Candidate B,consensus,Candidate C,0,0.79667,0.707089,0.934885,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_004/metadata.json,0,3,0,0,0.934885,0.748035,0.707089
high_treatment_20260508_080303_005,high,treatment,True,transparency_experiment,completed,20260508_104021,2026-05-08T10:42:18+0200,2,6,2,4,18,10,96069,28876,124945,117.4263,Candidate A,consensus,Candidate C,0,0.918274,0.899199,0.95072,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_005/metadata.json,3,0,0,0,0.899199,0.95072,0.904902
high_treatment_20260508_080303_006,high,treatment,True,transparency_experiment,completed,20260508_104221,2026-05-08T10:44:15+0200,2,6,0,0,18,6,80957,28084,109041,113.8863,Candidate B,consensus,Candidate C,0,0.84529,0.799101,0.90892,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_006/metadata.json,0,3,0,0,0.827849,0.90892,0.799101
high_treatment_20260508_080303_007,high,treatment,True,transparency_experiment,completed,20260508_104418,2026-05-08T10:46:01+0200,2,6,0,0,18,6,78757,27500,106257,102.6592,Candidate A,consensus,Candidate C,0,0.870769,0.839127,0.887556,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_007/metadata.json,3,0,0,0,0.885623,0.887556,0.839127
high_treatment_20260508_080303_008,high,treatment,True,transparency_experiment,completed,20260508_104604,2026-05-08T10:47:50+0200,2,6,0,0,18,6,77666,28523,106189,106.737,Candidate B,consensus,Candidate C,0,0.855341,0.822286,0.881184,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_008/metadata.json,0,3,0,0,0.881184,0.862554,0.822286
high_treatment_20260508_080303_009,high,treatment,True,transparency_experiment,completed,20260508_104753,2026-05-08T10:49:57+0200,2,6,1,2,18,8,91926,30873,122799,123.2339,Candidate B,consensus,Candidate C,0,0.786588,0.699415,0.878647,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_009/metadata.json,0,3,0,0,0.699415,0.878647,0.781702
high_treatment_20260508_080303_010,high,treatment,True,transparency_experiment,completed,20260508_104959,2026-05-08T10:51:52+0200,2,6,1,2,18,8,89264,30145,119409,112.5306,Candidate B,consensus,Candidate C,0,0.889824,0.87509,0.909078,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_010/metadata.json,0,3,0,0,0.909078,0.885304,0.87509
high_treatment_20260508_080303_011,high,treatment,True,transparency_experiment,completed,20260508_105156,2026-05-08T10:54:11+0200,3,9,1,2,27,11,151140,43912,195052,135.7871,Candidate B,consensus,Candidate C,0,0.830657,0.780756,0.921173,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_011/metadata.json,0,3,0,0,0.921173,0.790043,0.780756
high_treatment_20260508_080303_012,high,treatment,True,transparency_experiment,completed,20260508_105414,2026-05-08T10:56:09+0200,2,6,0,0,18,6,80368,32497,112865,114.5535,Candidate B,consensus,Candidate C,0,0.859081,0.822055,0.904904,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_012/metadata.json,0,3,0,0,0.850285,0.904904,0.822055
high_treatment_20260508_080303_013,high,treatment,True,transparency_experiment,completed,20260508_105612,2026-05-08T10:57:42+0200,2,6,1,2,18,8,85090,28560,113650,90.4602,Candidate C,consensus,Candidate C,1,0.830671,0.760048,0.882778,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_013/metadata.json,0,0,3,0,0.882778,0.760048,0.849186
high_treatment_20260508_080303_014,high,treatment,True,transparency_experiment,completed,20260508_105746,2026-05-08T10:59:33+0200,2,6,0,0,18,6,80334,30564,110898,107.2727,Candidate B,consensus,Candidate C,0,0.887058,0.878743,0.898987,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_014/metadata.json,0,3,0,0,0.898987,0.878743,0.883444
high_treatment_20260508_080303_015,high,treatment,True,transparency_experiment,completed,20260508_105937,2026-05-08T11:01:39+0200,2,6,2,4,18,10,96615,31813,128428,122.2112,Candidate A,consensus,Candidate C,0,0.832131,0.79236,0.857161,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_015/metadata.json,3,0,0,0,0.79236,0.846872,0.857161
high_treatment_20260508_080303_016,high,treatment,True,transparency_experiment,completed,20260508_110142,2026-05-08T11:03:15+0200,2,6,0,0,18,6,76230,27057,103287,93.575,Candidate A,consensus,Candidate C,0,0.866317,0.845666,0.891261,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_016/metadata.json,3,0,0,0,0.845666,0.891261,0.862023
high_treatment_20260508_080303_017,high,treatment,True,transparency_experiment,completed,20260508_110319,2026-05-08T11:05:23+0200,2,6,0,0,18,6,79778,29912,109690,124.5348,Candidate A,consensus,Candidate C,0,0.883223,0.862004,0.920126,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_017/metadata.json,3,0,0,0,0.862004,0.867538,0.920126
high_treatment_20260508_080303_018,high,treatment,True,transparency_experiment,completed,20260508_110526,2026-05-08T11:07:15+0200,2,6,1,2,18,8,87092,29920,117012,108.4958,Candidate D,consensus,Candidate C,0,0.852127,0.797626,0.915317,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_018/metadata.json,0,0,0,3,0.797626,0.915317,0.843439
high_treatment_20260508_080303_019,high,treatment,True,transparency_experiment,completed,20260508_110717,2026-05-08T11:09:08+0200,2,6,0,0,18,6,79014,29320,108334,110.8398,Candidate A,consensus,Candidate C,0,0.799637,0.745013,0.897158,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_019/metadata.json,3,0,0,0,0.756741,0.897158,0.745013
high_treatment_20260508_080303_020,high,treatment,True,transparency_experiment,completed,20260508_110911,2026-05-08T11:10:46+0200,2,6,0,0,18,6,77115,27211,104326,94.6318,Candidate A,consensus,Candidate C,0,0.921545,0.909877,0.932734,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_020/metadata.json,3,0,0,0,0.922024,0.909877,0.932734
high_treatment_20260508_080303_021,high,treatment,True,transparency_experiment,completed,20260508_111049,2026-05-08T11:12:26+0200,2,6,1,2,18,8,86801,29409,116210,97.3595,Candidate C,consensus,Candidate C,1,0.804517,0.754703,0.878184,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_021/metadata.json,0,0,3,0,0.878184,0.780665,0.754703
high_treatment_20260508_080303_022,high,treatment,True,transparency_experiment,completed,20260508_111230,2026-05-08T11:14:21+0200,2,6,1,2,18,8,93371,31294,124665,111.5691,Candidate A,consensus,Candidate C,0,0.848349,0.815359,0.911806,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_022/metadata.json,3,0,0,0,0.817883,0.911806,0.815359
high_treatment_20260508_080303_023,high,treatment,True,transparency_experiment,completed,20260508_111424,2026-05-08T11:16:15+0200,2,6,1,2,18,8,92048,29871,121919,111.2862,Candidate C,consensus,Candidate C,1,0.809483,0.732689,0.926951,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_023/metadata.json,0,0,3,0,0.732689,0.768809,0.926951
high_treatment_20260508_080303_024,high,treatment,True,transparency_experiment,completed,20260508_111619,2026-05-08T11:17:55+0200,2,6,0,0,18,6,81591,30129,111720,96.1464,Candidate A,consensus,Candidate C,0,0.853114,0.794784,0.910116,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_024/metadata.json,3,0,0,0,0.854442,0.794784,0.910116
high_treatment_20260508_080303_025,high,treatment,True,transparency_experiment,completed,20260508_111758,2026-05-08T11:20:31+0200,3,9,1,2,27,11,152086,45511,197597,152.4485,Candidate B,consensus,Candidate C,0,0.884391,0.88092,0.890117,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_025/metadata.json,0,3,0,0,0.882136,0.890117,0.88092
high_treatment_20260508_080303_026,high,treatment,True,transparency_experiment,completed,20260508_112033,2026-05-08T11:22:18+0200,2,6,0,0,18,6,77704,28357,106061,105.0455,Candidate C,consensus,Candidate C,1,0.813291,0.746119,0.876506,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_026/metadata.json,0,0,3,0,0.817248,0.876506,0.746119
high_treatment_20260508_080303_027,high,treatment,True,transparency_experiment,completed,20260508_112222,2026-05-08T11:24:04+0200,2,6,2,4,18,10,93506,28522,122028,102.1275,Candidate B,consensus,Candidate C,0,0.915054,0.90122,0.922132,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_027/metadata.json,0,3,0,0,0.92181,0.922132,0.90122
high_treatment_20260508_080303_028,high,treatment,True,transparency_experiment,completed,20260508_112407,2026-05-08T11:26:04+0200,2,6,0,0,18,6,78884,30603,109487,116.9579,Candidate A,consensus,Candidate C,0,0.826324,0.789179,0.857664,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_028/metadata.json,3,0,0,0,0.857664,0.789179,0.83213
high_treatment_20260508_080303_029,high,treatment,True,transparency_experiment,completed,20260508_112607,2026-05-08T11:27:57+0200,2,6,0,0,18,6,81773,30065,111838,110.1606,Candidate C,consensus,Candidate C,1,0.830171,0.784268,0.908791,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_029/metadata.json,0,0,3,0,0.908791,0.784268,0.797454
high_treatment_20260508_080303_030,high,treatment,True,transparency_experiment,completed,20260508_112801,2026-05-08T11:30:03+0200,2,6,1,2,18,8,88285,31512,119797,122.6387,Candidate C,consensus,Candidate C,1,0.836466,0.798108,0.861326,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_080303_030/metadata.json,0,0,3,0,0.798108,0.861326,0.849963
