run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,memory_similarity_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_treatment_20260507_140016_001,high,treatment,True,transparency_experiment,completed,20260507_191016,2026-05-07T19:15:46+0200,5,15,0,0,45,15,321332,70114,391446,329.8667,Candidate A,consensus,Candidate C,0,0.905631,0.897172,0.910625,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_001/metadata.json,3,0,0,0,0.909095,0.897172,0.910625
high_treatment_20260507_140016_002,high,treatment,True,transparency_experiment,completed,20260507_191549,2026-05-07T19:21:25+0200,5,15,2,4,45,19,335023,70903,405926,336.3073,Candidate A,consensus,Candidate C,0,0.918176,0.913914,0.925269,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_002/metadata.json,3,0,0,0,0.915346,0.925269,0.913914
high_treatment_20260507_140016_003,high,treatment,True,transparency_experiment,completed,20260507_192128,2026-05-07T19:23:50+0200,2,6,1,2,18,8,85885,27620,113505,142.0138,Candidate A,consensus,Candidate C,0,0.888709,0.855721,0.93328,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_003/metadata.json,3,0,0,0,0.855721,0.877125,0.93328
high_treatment_20260507_140016_004,high,treatment,True,transparency_experiment,completed,20260507_192353,2026-05-07T19:28:37+0200,4,12,3,6,36,18,270621,58555,329176,283.8193,Candidate B,consensus,Candidate C,0,0.866091,0.820421,0.898492,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_004/metadata.json,0,3,0,0,0.820421,0.898492,0.879361
high_treatment_20260507_140016_005,high,treatment,True,transparency_experiment,completed,20260507_192840,2026-05-07T19:34:44+0200,5,15,1,2,45,17,355771,73290,429061,363.7176,Candidate C,max_round_majority_vote,Candidate C,1,0.929156,0.920877,0.933397,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_005/metadata.json,1,0,2,0,0.933193,0.933397,0.920877
high_treatment_20260507_140016_006,high,treatment,True,transparency_experiment,completed,20260507_193447,2026-05-07T19:38:15+0200,2,6,0,0,18,6,79715,25545,105260,208.9146,Candidate B,consensus,Candidate C,0,0.788239,0.734114,0.818739,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_006/metadata.json,0,3,0,0,0.734114,0.818739,0.811865
high_treatment_20260507_140016_007,high,treatment,True,transparency_experiment,completed,20260507_193819,2026-05-07T19:41:53+0200,3,9,0,0,27,9,143712,45139,188851,213.8645,Candidate C,consensus,Candidate C,1,0.865026,0.831392,0.917821,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_007/metadata.json,0,0,3,0,0.845864,0.917821,0.831392
high_treatment_20260507_140016_008,high,treatment,True,transparency_experiment,completed,20260507_194156,2026-05-07T19:44:42+0200,2,6,0,0,18,6,77882,28266,106148,165.9261,Candidate C,consensus,Candidate C,1,0.800907,0.728043,0.938538,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_008/metadata.json,0,0,3,0,0.728043,0.736139,0.938538
high_treatment_20260507_140016_009,high,treatment,True,transparency_experiment,completed,20260507_194445,2026-05-07T19:49:00+0200,3,9,1,2,27,11,152500,43568,196068,254.9054,Candidate B,consensus,Candidate C,0,0.822018,0.763848,0.908497,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_009/metadata.json,0,3,0,0,0.793709,0.763848,0.908497
high_treatment_20260507_140016_010,high,treatment,True,transparency_experiment,completed,20260507_194903,2026-05-07T19:55:25+0200,5,15,2,4,45,19,340747,68106,408853,381.9117,Candidate C,consensus,Candidate C,1,0.852974,0.822084,0.910674,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_010/metadata.json,0,0,3,0,0.826164,0.822084,0.910674
high_treatment_20260507_140016_011,high,treatment,True,transparency_experiment,completed,20260507_195528,2026-05-07T19:59:45+0200,3,9,1,2,27,11,151830,43584,195414,256.5125,Candidate C,consensus,Candidate C,1,0.898059,0.889691,0.906993,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_011/metadata.json,0,0,3,0,0.889691,0.897492,0.906993
high_treatment_20260507_140016_012,high,treatment,True,transparency_experiment,completed,20260507_195948,2026-05-07T20:03:02+0200,2,6,1,2,18,8,86278,27711,113989,193.9628,Candidate B,consensus,Candidate C,0,0.81672,0.789318,0.832862,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_012/metadata.json,0,3,0,0,0.832862,0.789318,0.827979
high_treatment_20260507_140016_013,high,treatment,True,transparency_experiment,completed,20260507_200305,2026-05-07T20:05:50+0200,2,6,0,0,18,6,80797,26031,106828,165.0125,Candidate B,consensus,Candidate C,0,0.89062,0.862902,0.912538,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_013/metadata.json,0,3,0,0,0.862902,0.896421,0.912538
high_treatment_20260507_140016_014,high,treatment,True,transparency_experiment,completed,20260507_200553,2026-05-07T20:08:36+0200,2,6,0,0,18,6,81615,27426,109041,162.9693,Candidate B,consensus,Candidate C,0,0.83941,0.796925,0.913159,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_014/metadata.json,0,3,0,0,0.796925,0.808145,0.913159
high_treatment_20260507_140016_015,high,treatment,True,transparency_experiment,completed,20260507_200839,2026-05-07T20:14:21+0200,5,15,0,0,45,15,320254,73653,393907,341.5826,Candidate D,max_round_majority_vote,Candidate C,0,0.867884,0.834326,0.913831,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_015/metadata.json,1,0,0,2,0.834326,0.855495,0.913831
high_treatment_20260507_140016_016,high,treatment,True,transparency_experiment,completed,20260507_201424,2026-05-07T20:18:31+0200,3,9,2,4,27,13,161399,46771,208170,246.6296,Candidate A,consensus,Candidate C,0,0.857969,0.818379,0.905656,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_016/metadata.json,3,0,0,0,0.818379,0.849871,0.905656
high_treatment_20260507_140016_017,high,treatment,True,transparency_experiment,completed,20260507_201833,2026-05-07T20:21:43+0200,2,6,0,0,18,6,77373,28545,105918,189.2567,Candidate A,consensus,Candidate C,0,0.901681,0.898942,0.903256,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_017/metadata.json,3,0,0,0,0.902844,0.903256,0.898942
high_treatment_20260507_140016_018,high,treatment,True,transparency_experiment,completed,20260507_202146,2026-05-07T20:27:17+0200,5,15,2,4,45,19,335283,67637,402920,330.9419,Candidate B,max_round_majority_vote,Candidate C,0,0.914576,0.898538,0.937477,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_018/metadata.json,0,2,1,0,0.898538,0.937477,0.907713
high_treatment_20260507_140016_019,high,treatment,True,transparency_experiment,completed,20260507_202720,2026-05-07T20:29:59+0200,2,6,0,0,18,6,78422,27394,105816,159.6101,Candidate A,consensus,Candidate C,0,0.812905,0.745756,0.946997,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_019/metadata.json,3,0,0,0,0.745756,0.946997,0.745962
high_treatment_20260507_140016_020,high,treatment,True,transparency_experiment,completed,20260507_203002,2026-05-07T20:34:47+0200,4,12,0,0,36,12,219570,58073,277643,285.2054,Candidate B,consensus,Candidate C,0,0.904998,0.89608,0.912814,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_020/metadata.json,0,3,0,0,0.89608,0.912814,0.906099
high_treatment_20260507_140016_021,high,treatment,True,transparency_experiment,completed,20260507_203451,2026-05-07T20:38:51+0200,3,9,2,4,27,13,158374,44058,202432,240.0766,Candidate B,consensus,Candidate C,0,0.855184,0.828893,0.905172,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_021/metadata.json,0,3,0,0,0.831487,0.828893,0.905172
high_treatment_20260507_140016_022,high,treatment,True,transparency_experiment,completed,20260507_203854,2026-05-07T20:41:54+0200,2,6,0,0,18,6,80920,29418,110338,180.1339,Candidate B,consensus,Candidate C,0,0.804426,0.707552,0.925955,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_022/metadata.json,0,3,0,0,0.77977,0.925955,0.707552
high_treatment_20260507_140016_023,high,treatment,True,transparency_experiment,completed,20260507_204157,2026-05-07T20:44:51+0200,2,6,1,2,18,8,83828,27960,111788,173.6506,Candidate C,consensus,Candidate C,1,0.82124,0.7717,0.884319,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_023/metadata.json,0,0,3,0,0.884319,0.807701,0.7717
high_treatment_20260507_140016_024,high,treatment,True,transparency_experiment,completed,20260507_204454,2026-05-07T20:49:42+0200,4,12,2,4,36,16,253394,57529,310923,288.3316,Candidate B,consensus,Candidate C,0,0.896384,0.865455,0.949754,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_024/metadata.json,0,3,0,0,0.949754,0.873942,0.865455
high_treatment_20260507_140016_025,high,treatment,True,transparency_experiment,completed,20260507_204945,2026-05-07T20:52:30+0200,2,6,1,2,18,8,87874,29653,117527,164.356,Candidate A,consensus,Candidate C,0,0.907702,0.904871,0.910768,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_025/metadata.json,3,0,0,0,0.904871,0.910768,0.907466
high_treatment_20260507_140016_026,high,treatment,True,transparency_experiment,completed,20260507_205232,2026-05-07T20:57:05+0200,3,9,1,2,27,11,155687,46675,202362,272.2168,Candidate B,consensus,Candidate C,0,0.897483,0.883135,0.913752,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_026/metadata.json,0,3,0,0,0.895561,0.883135,0.913752
high_treatment_20260507_140016_027,high,treatment,True,transparency_experiment,completed,20260507_205708,2026-05-07T21:00:00+0200,2,6,0,0,18,6,79389,29692,109081,172.3772,Candidate C,consensus,Candidate C,1,0.837828,0.78724,0.924783,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_027/metadata.json,0,0,3,0,0.924783,0.801461,0.78724
high_treatment_20260507_140016_028,high,treatment,True,transparency_experiment,completed,20260507_210003,2026-05-07T21:02:37+0200,2,6,0,0,18,6,78673,27707,106380,153.0793,Candidate B,consensus,Candidate C,0,0.811539,0.780784,0.859305,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_028/metadata.json,0,3,0,0,0.794529,0.859305,0.780784
high_treatment_20260507_140016_029,high,treatment,True,transparency_experiment,completed,20260507_210239,2026-05-07T21:05:21+0200,2,6,1,2,18,8,87034,26489,113523,161.3368,Candidate C,consensus,Candidate C,1,0.913898,0.88941,0.938106,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_029/metadata.json,0,0,3,0,0.938106,0.88941,0.914179
high_treatment_20260507_140016_030,high,treatment,True,transparency_experiment,completed,20260507_210524,2026-05-07T21:07:55+0200,2,6,0,0,18,6,70095,26174,96269,150.8989,Candidate B,consensus,Candidate C,0,0.921699,0.916721,0.930764,embedding_cosine,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260507_140016_030/metadata.json,0,3,0,0,0.930764,0.917612,0.916721
