run_id,task_file,label_version,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,tokens_per_correct_decision,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,smm_similarity,smm_evidence_share,smm_quality,smm_quality_method,team_process_score,team_process_communication,team_process_coordination,team_process_cooperation,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d
moderate_baseline_20260711_111242_193,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_193,completed,20260715_014610,2026-07-15T01:47:02+0200,2,6,3,6,0,12,33285,7023,40308,,51.5794,Candidate A,consensus,Candidate A,1,,,,,,,,0.286111,0.125,0.333333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_193/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_194,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_194,completed,20260715_014705,2026-07-15T01:47:57+0200,2,6,4,8,0,14,37383,7136,44519,,52.3188,Candidate A,consensus,Candidate A,1,,,,,,,,0.313889,0.208333,0.333333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_194/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_195,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_195,completed,20260715_014800,2026-07-15T01:48:46+0200,2,6,1,2,0,8,20676,6326,27002,,45.6648,Candidate B,consensus,Candidate A,0,,,,,,,,0.069444,0.041667,0.166667,0.0,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_195/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_196,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_196,completed,20260715_014849,2026-07-15T01:49:48+0200,2,6,3,6,0,12,33030,8112,41142,,58.7674,Candidate A,consensus,Candidate A,1,,,,,,,,0.433333,0.166667,0.333333,0.8,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_196/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_197,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_197,completed,20260715_014951,2026-07-15T01:50:59+0200,3,9,2,4,0,13,39001,9340,48341,,68.4768,Candidate A,consensus,Candidate A,1,,,,,,,,0.351852,0.208333,0.222222,0.625,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_197/metadata.json,3,0,0,0
moderate_baseline_20260711_111242_198,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_198,completed,20260715_015102,2026-07-15T01:53:13+0200,5,15,6,12,0,27,104258,17400,121658,,130.691,Candidate B,consensus,Candidate A,0,,,,,,,,0.338889,0.25,0.266667,0.5,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_198/metadata.json,0,3,0,0
moderate_baseline_20260711_111242_199,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_199,completed,20260715_015315,2026-07-15T01:54:29+0200,3,9,4,8,0,17,51317,9761,61078,,73.2518,Candidate C,consensus,Candidate A,0,,,,,,,,0.398148,0.375,0.444444,0.375,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_199/metadata.json,0,0,3,0
moderate_baseline_20260711_111242_200,hidden_profile_task_rotation.json,rotated_ac,moderate,baseline,moderate_baseline_200,completed,20260715_015432,2026-07-15T01:55:25+0200,2,6,3,6,0,12,33865,7240,41105,,53.251,Candidate B,consensus,Candidate A,0,,,,,,,,0.369444,0.375,0.333333,0.4,01_data/raw/simulations/moderate/moderate_baseline_20260711_111242_200/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_001,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_001,completed,20260712_155108,2026-07-12T15:59:20+0200,3,9,5,10,26,19,181137,105090,286227,,492.5062,Candidate A,consensus,Candidate A,1,,,,,,,,0.407407,0.291667,0.555556,0.375,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_001/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_002,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_002,completed,20260712_155923,2026-07-12T16:09:14+0200,2,6,4,8,16,14,102791,97519,200310,,590.9551,Candidate A,consensus,Candidate A,1,,,,,,,,0.258333,0.208333,0.166667,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_002/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_003,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_003,completed,20260712_160917,2026-07-12T16:14:14+0200,2,6,7,14,17,20,130981,64725,195706,,297.2918,Candidate A,consensus,Candidate A,1,,,,,,,,0.397222,0.125,0.666667,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_003/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_004,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_004,completed,20260712_161417,2026-07-12T16:26:07+0200,4,12,11,22,36,34,325573,142038,467611,,709.6126,Candidate A,consensus,Candidate A,1,,,,,,,,0.329545,0.208333,0.416667,0.363636,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_004/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_005,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_005,completed,20260712_162610,2026-07-12T16:30:58+0200,2,6,3,6,18,12,106461,61551,168012,,288.2717,Candidate A,consensus,Candidate A,1,,,,,,,,0.366667,0.0,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_005/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_006,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_006,completed,20260712_163101,2026-07-12T16:35:44+0200,2,6,3,6,17,12,100024,61266,161290,,282.5669,Candidate B,consensus,Candidate A,0,,,,,,,,0.338889,0.083333,0.333333,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_006/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_007,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_007,completed,20260712_163547,2026-07-12T16:43:13+0200,3,8,5,10,26,18,167297,97168,264465,,445.6501,Candidate A,consensus,Candidate A,1,,,,,,,,0.35119,0.25,0.375,0.428571,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_007/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_008,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_008,completed,20260712_164316,2026-07-12T16:54:18+0200,4,12,6,12,35,24,279142,138206,417348,,662.2267,Candidate A,consensus,Candidate A,1,,,,,,,,0.362374,0.125,0.416667,0.545455,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_008/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_009,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_009,completed,20260712_165421,2026-07-12T16:59:20+0200,2,6,6,12,17,18,127164,64773,191937,,298.4005,Candidate B,consensus,Candidate A,0,,,,,,,,0.302778,0.041667,0.666667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_009/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_010,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_010,completed,20260712_165922,2026-07-12T17:04:23+0200,2,6,5,10,18,16,129429,66444,195873,,300.7544,Candidate B,consensus,Candidate A,0,,,,,,,,0.466667,0.166667,0.833333,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_010/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_011,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_011,completed,20260712_170426,2026-07-12T17:17:56+0200,5,15,8,16,44,31,361510,174244,535754,,809.7213,Candidate D,max_round_majority_vote,Candidate A,0,,,,,,,,0.344048,0.208333,0.466667,0.357143,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_011/metadata.json,0,1,0,2
moderate_treatment_20260711_111242_012,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_012,completed,20260712_171759,2026-07-12T17:23:18+0200,2,6,3,6,17,12,102229,69607,171836,,318.9781,Candidate A,consensus,Candidate A,1,,,,,,,,0.408333,0.291667,0.333333,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_012/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_013,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_013,completed,20260712_172321,2026-07-12T17:34:14+0200,4,12,8,16,35,28,280006,135025,415031,,652.211,Candidate A,consensus,Candidate A,1,,,,,,,,0.385101,0.375,0.416667,0.363636,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_013/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_014,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_014,completed,20260712_173417,2026-07-12T17:39:49+0200,2,6,5,10,18,16,122234,73339,195573,,332.076,Candidate D,consensus,Candidate A,0,,,,,,,,0.491667,0.208333,0.666667,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_014/metadata.json,0,0,0,3
moderate_treatment_20260711_111242_015,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_015,completed,20260712_173952,2026-07-12T17:44:46+0200,2,6,4,8,17,14,105842,64886,170728,,294.0455,Candidate A,consensus,Candidate A,1,,,,,,,,0.163889,0.125,0.166667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_015/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_016,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_016,completed,20260712_174449,2026-07-12T17:57:10+0200,5,15,8,16,42,31,375569,158475,534044,,741.2626,Candidate A,consensus,Candidate A,1,,,,,,,,0.334127,0.25,0.466667,0.285714,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_016/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_017,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_017,completed,20260712_175714,2026-07-12T18:01:53+0200,2,6,5,10,18,16,115797,61946,177743,,279.8639,Candidate B,consensus,Candidate A,0,,,,,,,,0.413889,0.208333,0.833333,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_017/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_018,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_018,completed,20260712_180157,2026-07-12T18:13:15+0200,4,12,5,10,34,22,250741,148721,399462,,678.481,Candidate A,consensus,Candidate A,1,,,,,,,,0.448232,0.291667,0.416667,0.636364,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_018/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_019,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_019,completed,20260712_181318,2026-07-12T18:27:16+0200,5,15,11,22,45,37,444170,173250,617420,,837.9897,Candidate B,max_round_majority_vote,Candidate A,0,,,,,,,,0.31746,0.333333,0.333333,0.285714,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_019/metadata.json,1,2,0,0
moderate_treatment_20260711_111242_020,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_020,completed,20260712_182719,2026-07-12T18:34:26+0200,3,9,5,10,25,19,180270,93860,274130,,426.9728,Candidate B,consensus,Candidate A,0,,,,,,,,0.393519,0.25,0.555556,0.375,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_020/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_021,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_021,completed,20260712_183429,2026-07-12T18:48:49+0200,2,6,4,8,17,14,111331,58810,170141,,860.394,Candidate C,consensus,Candidate A,0,,,,,,,,0.380556,0.041667,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_021/metadata.json,0,0,3,0
moderate_treatment_20260711_111242_022,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_022,completed,20260712_184852,2026-07-12T18:54:23+0200,2,6,7,14,17,20,132682,71433,204115,,330.4511,Candidate A,consensus,Candidate A,1,,,,,,,,0.533333,0.166667,0.833333,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_022/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_023,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_023,completed,20260712_185425,2026-07-12T18:59:49+0200,2,6,5,10,16,16,122326,68734,191060,,323.1208,Candidate A,consensus,Candidate A,1,,,,,,,,0.194444,0.083333,0.5,0.0,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_023/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_024,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_024,completed,20260712_185951,2026-07-12T19:07:50+0200,3,9,6,12,25,21,182831,105855,288686,,478.6728,Candidate A,consensus,Candidate A,1,,,,,,,,0.263889,0.208333,0.333333,0.25,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_024/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_025,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_025,completed,20260712_190753,2026-07-12T19:12:46+0200,2,6,5,10,18,16,116450,62123,178573,,293.1864,Candidate B,consensus,Candidate A,0,,,,,,,,0.361111,0.25,0.833333,0.0,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_025/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_026,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_026,completed,20260712_191249,2026-07-12T19:20:37+0200,3,9,5,10,26,19,181100,101445,282545,,467.9413,Candidate A,consensus,Candidate A,1,,,,,,,,0.439815,0.375,0.444444,0.5,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_026/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_027,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_027,completed,20260712_192040,2026-07-12T19:25:35+0200,2,5,8,16,18,21,145602,61653,207255,,294.9035,Candidate B,consensus,Candidate A,0,,,,,,,,0.094444,0.083333,0.2,0.0,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_027/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_028,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_028,completed,20260712_192539,2026-07-12T19:29:36+0200,2,6,3,6,18,12,99400,51878,151278,,236.9076,Candidate A,consensus,Candidate A,1,,,,,,,,0.394444,0.083333,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_028/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_029,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_029,completed,20260712_192939,2026-07-12T19:36:50+0200,3,9,7,14,27,23,188219,94277,282496,,431.0753,Candidate D,consensus,Candidate A,0,,,,,,,,0.324074,0.291667,0.555556,0.125,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_029/metadata.json,0,0,0,3
moderate_treatment_20260711_111242_030,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_030,completed,20260712_193653,2026-07-12T19:49:58+0200,5,15,7,14,45,29,384436,161380,545816,,784.892,Candidate B,consensus,Candidate A,0,,,,,,,,0.357143,0.166667,0.333333,0.571429,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_030/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_031,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_031,completed,20260712_195001,2026-07-12T20:04:03+0200,5,15,9,18,45,33,372989,176414,549403,,842.0792,Candidate A,consensus,Candidate A,1,,,,,,,,0.350397,0.375,0.533333,0.142857,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_031/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_032,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_032,completed,20260712_200406,2026-07-12T20:08:44+0200,2,6,3,6,17,12,99280,59643,158923,,278.805,Candidate C,consensus,Candidate A,0,,,,,,,,0.394444,0.083333,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_032/metadata.json,0,0,3,0
moderate_treatment_20260711_111242_033,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_033,completed,20260712_200847,2026-07-12T20:13:15+0200,2,6,6,12,18,18,124250,57123,181373,,267.7248,Candidate C,consensus,Candidate A,0,,,,,,,,0.319444,0.125,0.833333,0.0,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_033/metadata.json,0,0,3,0
moderate_treatment_20260711_111242_034,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_034,completed,20260712_201318,2026-07-12T20:26:18+0200,5,15,7,14,45,29,363100,162337,525437,,780.1372,Candidate D,consensus,Candidate A,0,,,,,,,,0.281349,0.291667,0.266667,0.285714,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_034/metadata.json,0,0,0,3
moderate_treatment_20260711_111242_035,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_035,completed,20260712_202621,2026-07-12T20:42:29+0200,5,15,9,18,42,33,380405,184863,565268,,967.481,Candidate A,max_round_majority_vote,Candidate A,1,,,,,,,,0.421032,0.291667,0.4,0.571429,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_035/metadata.json,2,1,0,0
moderate_treatment_20260711_111242_036,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_036,completed,20260712_204231,2026-07-12T21:03:16+0200,5,15,9,18,43,33,392674,209958,602632,,1244.145,Candidate A,max_round_majority_vote,Candidate A,1,,,,,,,,0.483333,0.416667,0.533333,0.5,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_036/metadata.json,2,1,0,0
moderate_treatment_20260711_111242_037,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_037,completed,20260712_210318,2026-07-12T21:17:34+0200,5,15,11,22,43,37,424953,176588,601541,,855.4032,Candidate A,max_round_majority_vote,Candidate A,1,,,,,,,,0.425794,0.458333,0.533333,0.285714,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_037/metadata.json,2,1,0,0
moderate_treatment_20260711_111242_038,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_038,completed,20260712_211737,2026-07-12T21:22:45+0200,2,6,4,8,17,14,115895,67322,183217,,308.5277,Candidate A,consensus,Candidate A,1,,,,,,,,0.480556,0.375,0.666667,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_038/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_039,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_039,completed,20260712_212248,2026-07-12T21:28:24+0200,2,6,5,10,18,16,121628,71596,193224,,336.2186,Candidate A,consensus,Candidate A,1,,,,,,,,0.386111,0.291667,0.666667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_039/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_040,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_040,completed,20260712_212827,2026-07-12T21:33:05+0200,2,6,5,10,17,16,114270,59600,173870,,277.8375,Candidate B,consensus,Candidate A,0,,,,,,,,0.463889,0.125,0.666667,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_040/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_041,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_041,completed,20260712_213308,2026-07-12T21:40:58+0200,3,9,5,10,26,19,181472,102459,283931,,470.4031,Candidate A,consensus,Candidate A,1,,,,,,,,0.273148,0.25,0.444444,0.125,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_041/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_042,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_042,completed,20260712_214101,2026-07-12T21:52:53+0200,4,12,7,14,35,26,271410,154264,425674,,711.6707,Candidate A,consensus,Candidate A,1,,,,,,,,0.39899,0.333333,0.5,0.363636,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_042/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_043,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_043,completed,20260712_215256,2026-07-12T22:00:41+0200,3,9,6,12,24,21,200058,97963,298021,,464.5143,Candidate B,consensus,Candidate A,0,,,,,,,,0.388889,0.25,0.666667,0.25,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_043/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_044,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_044,completed,20260712_220043,2026-07-12T22:05:31+0200,2,6,4,8,17,14,105412,63085,168497,,287.887,Candidate A,consensus,Candidate A,1,,,,,,,,0.3,0.166667,0.333333,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_044/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_045,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_045,completed,20260712_220534,2026-07-12T22:16:26+0200,5,15,5,10,45,25,339490,139036,478526,,652.0677,Candidate D,consensus,Candidate A,0,,,,,,,,0.323016,0.416667,0.266667,0.285714,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_045/metadata.json,0,0,0,3
moderate_treatment_20260711_111242_046,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_046,completed,20260712_221629,2026-07-12T22:21:18+0200,2,6,5,10,17,16,119099,63109,182208,,288.5984,Candidate B,consensus,Candidate A,0,,,,,,,,0.452778,0.125,0.833333,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_046/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_047,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_047,completed,20260712_222121,2026-07-12T22:26:43+0200,2,6,4,8,18,14,115681,69627,185308,,321.993,Candidate A,consensus,Candidate A,1,,,,,,,,0.386111,0.291667,0.666667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_047/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_048,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_048,completed,20260712_222646,2026-07-12T22:31:25+0200,2,6,5,10,15,16,117992,60134,178126,,279.0693,Candidate C,consensus,Candidate A,0,,,,,,,,0.413889,0.208333,0.833333,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_048/metadata.json,0,0,3,0
moderate_treatment_20260711_111242_049,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_049,completed,20260712_223128,2026-07-12T22:37:45+0200,2,6,7,14,18,20,128722,77752,206474,,377.8212,Candidate A,consensus,Candidate A,1,,,,,,,,0.358333,0.208333,0.666667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_049/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_050,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_050,completed,20260712_223748,2026-07-12T22:51:29+0200,5,15,7,14,45,29,376447,174067,550514,,820.3404,Candidate B,max_round_majority_vote,Candidate A,0,,,,,,,,0.299603,0.208333,0.333333,0.357143,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_050/metadata.json,0,2,1,0
moderate_treatment_20260711_111242_051,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_051,completed,20260712_225132,2026-07-12T22:56:40+0200,2,6,3,6,18,12,102345,67594,169939,,308.2056,Candidate A,consensus,Candidate A,1,,,,,,,,0.491667,0.375,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_051/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_052,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_052,completed,20260712_225643,2026-07-12T23:01:09+0200,2,6,4,8,18,14,102432,57586,160018,,266.4018,Candidate A,consensus,Candidate A,1,,,,,,,,0.411111,0.333333,0.5,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_052/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_053,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_053,completed,20260712_230112,2026-07-12T23:06:22+0200,2,6,4,8,17,14,119249,66340,185589,,310.315,Candidate A,consensus,Candidate A,1,,,,,,,,0.491667,0.208333,0.666667,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_053/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_054,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_054,completed,20260712_230625,2026-07-12T23:14:38+0200,3,9,8,16,26,25,204943,105392,310335,,493.0352,Candidate A,consensus,Candidate A,1,,,,,,,,0.24537,0.166667,0.444444,0.125,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_054/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_055,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_055,completed,20260712_231441,2026-07-12T23:19:22+0200,2,6,4,8,17,14,110929,61469,172398,,281.032,Candidate B,consensus,Candidate A,0,,,,,,,,0.261111,0.083333,0.5,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_055/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_056,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_056,completed,20260712_231926,2026-07-12T23:24:44+0200,2,6,7,14,18,20,134835,68131,202966,,318.45,Candidate B,consensus,Candidate A,0,,,,,,,,0.4,0.166667,0.833333,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_056/metadata.json,0,3,0,0
moderate_treatment_20260711_111242_057,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_057,completed,20260712_232447,2026-07-12T23:38:37+0200,5,15,9,18,45,33,367593,174407,542000,,830.5706,Candidate A,max_round_majority_vote,Candidate A,1,,,,,,,,0.278175,0.291667,0.4,0.142857,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_057/metadata.json,2,1,0,0
moderate_treatment_20260711_111242_058,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_058,completed,20260712_233841,2026-07-12T23:43:15+0200,2,6,4,8,17,14,107448,60616,168064,,274.0375,Candidate A,consensus,Candidate A,1,,,,,,,,0.372222,0.25,0.666667,0.2,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_058/metadata.json,3,0,0,0
moderate_treatment_20260711_111242_059,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_059,completed,20260712_234318,2026-07-12T23:47:29+0200,2,6,5,10,17,16,107755,55629,163384,,251.7105,Candidate C,consensus,Candidate A,0,,,,,,,,0.411111,0.166667,0.666667,0.4,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_059/metadata.json,0,0,3,0
moderate_treatment_20260711_111242_060,hidden_profile_task_rotation.json,rotated_ac,moderate,treatment,moderate_treatment_060,completed,20260712_234732,2026-07-12T23:52:43+0200,2,6,3,6,18,12,107770,65308,173078,,310.7824,Candidate A,consensus,Candidate A,1,,,,,,,,0.422222,0.166667,0.5,0.6,01_data/raw/simulations/moderate/moderate_treatment_20260711_111242_060/metadata.json,3,0,0,0
