run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_baseline_20260526_231706_071,moderate,baseline,moderate_baseline_20260526_231706_071,completed,20260528_172926,2026-05-28T17:30:24+0200,2,6,2,4,0,10,25032,7283,32315,58.1435,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_071/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_072,moderate,baseline,moderate_baseline_20260526_231706_072,completed,20260528_173028,2026-05-28T17:32:02+0200,4,12,2,4,0,16,51641,11751,63392,94.9476,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_072/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_073,moderate,baseline,moderate_baseline_20260526_231706_073,completed,20260528_173206,2026-05-28T17:34:13+0200,5,15,2,4,0,19,66806,15547,82353,127.2779,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_073/metadata.json,0,0,2,1,,,
moderate_baseline_20260526_231706_074,moderate,baseline,moderate_baseline_20260526_231706_074,completed,20260528_173416,2026-05-28T17:35:51+0200,4,11,2,4,0,15,50403,11806,62209,95.2888,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_074/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_075,moderate,baseline,moderate_baseline_20260526_231706_075,completed,20260528_173555,2026-05-28T17:37:24+0200,3,9,2,4,0,13,35185,11345,46530,89.6596,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_075/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_076,moderate,baseline,moderate_baseline_20260526_231706_076,completed,20260528_173728,2026-05-28T17:38:40+0200,2,6,4,8,0,14,34276,9148,43424,72.7556,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_076/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_077,moderate,baseline,moderate_baseline_20260526_231706_077,completed,20260528_173844,2026-05-28T17:39:19+0200,2,6,0,0,0,6,15561,4344,19905,35.0102,Candidate A,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_077/metadata.json,3,0,0,0,,,
moderate_baseline_20260526_231706_078,moderate,baseline,moderate_baseline_20260526_231706_078,completed,20260528_173922,2026-05-28T17:40:33+0200,3,9,2,4,0,13,37183,8914,46097,71.5932,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_078/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_079,moderate,baseline,moderate_baseline_20260526_231706_079,completed,20260528_174037,2026-05-28T17:41:52+0200,3,9,1,2,0,11,31432,9467,40899,75.0922,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_079/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_080,moderate,baseline,moderate_baseline_20260526_231706_080,completed,20260528_174155,2026-05-28T17:42:59+0200,2,6,0,0,0,6,15654,8041,23695,63.521,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_080/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_081,moderate,baseline,moderate_baseline_20260526_231706_081,completed,20260528_174302,2026-05-28T17:44:10+0200,3,9,1,2,0,11,31259,8514,39773,68.0963,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_081/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_082,moderate,baseline,moderate_baseline_20260526_231706_082,completed,20260528_174413,2026-05-28T17:46:40+0200,5,15,1,2,0,17,58102,18044,76146,146.4658,Candidate C,max_round_majority_vote,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_082/metadata.json,0,1,2,0,,,
moderate_baseline_20260526_231706_083,moderate,baseline,moderate_baseline_20260526_231706_083,completed,20260528_174643,2026-05-28T17:47:29+0200,2,6,1,2,0,8,20914,5671,26585,45.5677,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_083/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_084,moderate,baseline,moderate_baseline_20260526_231706_084,completed,20260528_174732,2026-05-28T17:48:20+0200,2,6,2,4,0,10,24356,5964,30320,47.9794,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_084/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_085,moderate,baseline,moderate_baseline_20260526_231706_085,completed,20260528_174823,2026-05-28T17:49:58+0200,3,9,1,2,0,11,34518,11916,46434,94.738,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_085/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_086,moderate,baseline,moderate_baseline_20260526_231706_086,completed,20260528_175001,2026-05-28T17:50:46+0200,2,6,1,2,0,8,20177,5628,25805,45.1082,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_086/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_087,moderate,baseline,moderate_baseline_20260526_231706_087,completed,20260528_175049,2026-05-28T17:52:13+0200,3,9,4,8,0,17,47401,10327,57728,83.2409,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_087/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_088,moderate,baseline,moderate_baseline_20260526_231706_088,completed,20260528_175216,2026-05-28T17:54:21+0200,4,12,6,12,0,24,76333,15252,91585,125.2702,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_088/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_089,moderate,baseline,moderate_baseline_20260526_231706_089,completed,20260528_175424,2026-05-28T17:55:22+0200,2,6,3,6,0,12,28577,7226,35803,58.0418,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_089/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_090,moderate,baseline,moderate_baseline_20260526_231706_090,completed,20260528_175526,2026-05-28T17:56:12+0200,2,6,1,2,0,8,20239,5749,25988,46.2158,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_090/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_091,moderate,baseline,moderate_baseline_20260526_231706_091,completed,20260528_175615,2026-05-28T17:57:31+0200,3,9,1,2,0,11,31040,9528,40568,76.1932,Candidate D,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_091/metadata.json,0,0,0,3,,,
moderate_baseline_20260526_231706_092,moderate,baseline,moderate_baseline_20260526_231706_092,completed,20260528_175734,2026-05-28T17:58:50+0200,2,6,3,6,0,12,29504,9504,39008,75.5774,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_092/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_093,moderate,baseline,moderate_baseline_20260526_231706_093,completed,20260528_175853,2026-05-28T17:59:37+0200,2,6,1,2,0,8,19500,5437,24937,43.7753,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_093/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_094,moderate,baseline,moderate_baseline_20260526_231706_094,completed,20260528_175940,2026-05-28T18:01:29+0200,4,12,2,4,0,16,53021,13263,66284,108.478,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_094/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_095,moderate,baseline,moderate_baseline_20260526_231706_095,completed,20260528_180132,2026-05-28T18:02:24+0200,2,6,2,4,0,10,24475,6418,30893,52.2832,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_095/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_096,moderate,baseline,moderate_baseline_20260526_231706_096,completed,20260528_180228,2026-05-28T18:03:12+0200,2,6,0,0,0,6,15504,5504,21008,44.2731,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_096/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_097,moderate,baseline,moderate_baseline_20260526_231706_097,completed,20260528_180315,2026-05-28T18:05:32+0200,5,15,2,4,0,19,68269,16584,84853,136.5708,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_097/metadata.json,0,3,0,0,,,
moderate_baseline_20260526_231706_098,moderate,baseline,moderate_baseline_20260526_231706_098,completed,20260528_180535,2026-05-28T18:06:29+0200,2,6,1,2,0,8,20326,6788,27114,54.3693,Candidate A,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_098/metadata.json,3,0,0,0,,,
moderate_baseline_20260526_231706_099,moderate,baseline,moderate_baseline_20260526_231706_099,completed,20260528_180633,2026-05-28T18:07:38+0200,2,6,2,4,0,10,25471,8110,33581,65.2243,Candidate C,consensus,Candidate C,1,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_099/metadata.json,0,0,3,0,,,
moderate_baseline_20260526_231706_100,moderate,baseline,moderate_baseline_20260526_231706_100,completed,20260528_180741,2026-05-28T18:08:56+0200,3,9,1,2,0,11,31556,9349,40905,75.2509,Candidate B,consensus,Candidate C,0,,,,01_data/raw/simulations/moderate/moderate_baseline_20260526_231706_100/metadata.json,0,3,0,0,,,
moderate_treatment_20260526_231706_001,moderate,treatment,moderate_treatment_20260526_231706_001,completed,20260527_142706,2026-05-27T14:32:39+0200,2,6,5,10,18,16,117809,64238,182047,333.1273,Candidate C,consensus,Candidate C,1,0.954125,0.948495,0.957291,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_001/metadata.json,0,0,3,0,0.956588,0.957291,0.948495
moderate_treatment_20260526_231706_002,moderate,treatment,moderate_treatment_20260526_231706_002,completed,20260527_143243,2026-05-27T14:37:32+0200,2,6,2,4,17,10,89470,55735,145205,289.7806,Candidate B,consensus,Candidate C,0,0.943343,0.931326,0.963052,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_002/metadata.json,0,3,0,0,0.963052,0.931326,0.935652
moderate_treatment_20260526_231706_003,moderate,treatment,moderate_treatment_20260526_231706_003,completed,20260527_143736,2026-05-27T14:43:02+0200,2,6,4,8,17,14,103559,61077,164636,326.5931,Candidate C,consensus,Candidate C,1,0.934107,0.923981,0.953411,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_003/metadata.json,0,0,3,0,0.924929,0.953411,0.923981
moderate_treatment_20260526_231706_004,moderate,treatment,moderate_treatment_20260526_231706_004,completed,20260527_144305,2026-05-27T14:48:01+0200,2,6,5,10,17,16,113993,55904,169897,295.452,Candidate C,consensus,Candidate C,1,0.962212,0.960483,0.963232,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_004/metadata.json,0,0,3,0,0.963232,0.960483,0.962921
moderate_treatment_20260526_231706_005,moderate,treatment,moderate_treatment_20260526_231706_005,completed,20260527_144804,2026-05-27T14:58:50+0200,4,12,5,10,36,22,247302,121392,368694,645.9931,Candidate C,consensus,Candidate C,1,0.931073,0.913656,0.958308,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_005/metadata.json,0,0,3,0,0.921255,0.913656,0.958308
moderate_treatment_20260526_231706_006,moderate,treatment,moderate_treatment_20260526_231706_006,completed,20260527_145853,2026-05-27T15:04:42+0200,2,6,5,10,17,16,123508,63736,187244,349.2362,Candidate C,consensus,Candidate C,1,0.948499,0.93633,0.958122,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_006/metadata.json,0,0,3,0,0.93633,0.951044,0.958122
moderate_treatment_20260526_231706_007,moderate,treatment,moderate_treatment_20260526_231706_007,completed,20260527_150446,2026-05-27T15:09:45+0200,2,6,3,6,17,12,102250,56996,159246,299.7746,Candidate C,consensus,Candidate C,1,0.949067,0.933571,0.961665,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_007/metadata.json,0,0,3,0,0.951965,0.961665,0.933571
moderate_treatment_20260526_231706_008,moderate,treatment,moderate_treatment_20260526_231706_008,completed,20260527_150949,2026-05-27T15:14:59+0200,2,6,3,6,17,12,103729,59560,163289,310.5883,Candidate C,consensus,Candidate C,1,0.941179,0.929266,0.952793,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_008/metadata.json,0,0,3,0,0.941477,0.929266,0.952793
moderate_treatment_20260526_231706_009,moderate,treatment,moderate_treatment_20260526_231706_009,completed,20260527_151502,2026-05-27T15:28:38+0200,4,12,8,16,35,28,287281,150876,438157,816.1181,Candidate A,consensus,Candidate C,0,0.940738,0.937926,0.944333,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_009/metadata.json,3,0,0,0,0.939954,0.937926,0.944333
moderate_treatment_20260526_231706_010,moderate,treatment,moderate_treatment_20260526_231706_010,completed,20260527_152842,2026-05-27T15:33:06+0200,2,6,2,4,17,10,88334,51508,139842,264.1058,Candidate C,consensus,Candidate C,1,0.952876,0.949301,0.958767,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_010/metadata.json,0,0,3,0,0.950559,0.958767,0.949301
moderate_treatment_20260526_231706_011,moderate,treatment,moderate_treatment_20260526_231706_011,completed,20260527_153309,2026-05-27T15:49:52+0200,3,9,6,12,25,21,225528,140529,366057,1002.7254,Candidate C,consensus,Candidate C,1,0.940981,0.926967,0.961969,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_011/metadata.json,0,0,3,0,0.926967,0.934008,0.961969
moderate_treatment_20260526_231706_012,moderate,treatment,moderate_treatment_20260526_231706_012,completed,20260527_154955,2026-05-27T15:55:00+0200,2,6,5,10,17,16,118733,57628,176361,304.9148,Candidate C,consensus,Candidate C,1,0.947577,0.940616,0.951275,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_012/metadata.json,0,0,3,0,0.950839,0.940616,0.951275
moderate_treatment_20260526_231706_013,moderate,treatment,moderate_treatment_20260526_231706_013,completed,20260527_155503,2026-05-27T16:08:38+0200,5,15,6,12,41,27,355253,151513,506766,815.3515,Candidate C,max_round_majority_vote,Candidate C,1,0.947515,0.939782,0.961946,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_013/metadata.json,1,0,2,0,0.940816,0.939782,0.961946
moderate_treatment_20260526_231706_014,moderate,treatment,moderate_treatment_20260526_231706_014,completed,20260527_160842,2026-05-27T16:13:28+0200,2,6,3,6,17,12,93024,54555,147579,286.2862,Candidate C,consensus,Candidate C,1,0.961482,0.960638,0.962676,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_014/metadata.json,0,0,3,0,0.962676,0.961131,0.960638
moderate_treatment_20260526_231706_015,moderate,treatment,moderate_treatment_20260526_231706_015,completed,20260527_161331,2026-05-27T16:18:27+0200,2,6,4,8,17,14,100251,57123,157374,295.942,Candidate C,consensus,Candidate C,1,0.929512,0.917218,0.945636,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_015/metadata.json,0,0,3,0,0.925683,0.945636,0.917218
moderate_treatment_20260526_231706_016,moderate,treatment,moderate_treatment_20260526_231706_016,completed,20260527_161830,2026-05-27T16:23:36+0200,2,6,4,8,18,14,114390,56582,170972,305.7061,Candidate B,consensus,Candidate C,0,0.950775,0.942031,0.960581,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_016/metadata.json,0,3,0,0,0.949712,0.960581,0.942031
moderate_treatment_20260526_231706_017,moderate,treatment,moderate_treatment_20260526_231706_017,completed,20260527_162339,2026-05-27T16:29:28+0200,2,6,6,12,17,18,131196,62146,193342,349.0232,Candidate B,consensus,Candidate C,0,0.955118,0.943868,0.965053,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_017/metadata.json,0,3,0,0,0.956432,0.965053,0.943868
moderate_treatment_20260526_231706_018,moderate,treatment,moderate_treatment_20260526_231706_018,completed,20260527_162932,2026-05-27T16:37:31+0200,3,9,6,12,26,21,174539,89378,263917,479.6695,Candidate C,consensus,Candidate C,1,0.950149,0.947908,0.954533,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_018/metadata.json,0,0,3,0,0.954533,0.947908,0.948007
moderate_treatment_20260526_231706_019,moderate,treatment,moderate_treatment_20260526_231706_019,completed,20260527_163734,2026-05-27T16:48:29+0200,3,9,11,22,24,31,244475,119370,363845,654.3652,Candidate C,consensus,Candidate C,1,0.912013,0.902727,0.93006,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_019/metadata.json,0,0,3,0,0.903252,0.902727,0.93006
moderate_treatment_20260526_231706_020,moderate,treatment,moderate_treatment_20260526_231706_020,completed,20260527_164832,2026-05-27T16:53:51+0200,2,6,3,6,18,12,103877,59872,163749,319.0557,Candidate D,consensus,Candidate C,0,0.943919,0.929957,0.955165,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_020/metadata.json,0,0,0,3,0.946635,0.929957,0.955165
moderate_treatment_20260526_231706_021,moderate,treatment,moderate_treatment_20260526_231706_021,completed,20260527_165354,2026-05-27T17:04:43+0200,4,12,5,10,34,22,240037,121371,361408,648.5729,Candidate C,consensus,Candidate C,1,0.938726,0.928883,0.944324,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_021/metadata.json,0,0,3,0,0.928883,0.942971,0.944324
moderate_treatment_20260526_231706_022,moderate,treatment,moderate_treatment_20260526_231706_022,completed,20260527_170446,2026-05-27T17:09:56+0200,2,6,6,12,18,18,121152,59036,180188,309.9883,Candidate C,consensus,Candidate C,1,0.958104,0.949261,0.975542,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_022/metadata.json,0,0,3,0,0.975542,0.949509,0.949261
moderate_treatment_20260526_231706_023,moderate,treatment,moderate_treatment_20260526_231706_023,completed,20260527_170959,2026-05-27T17:14:10+0200,2,6,2,4,17,10,88867,48515,137382,250.4379,Candidate C,consensus,Candidate C,1,0.946966,0.941389,0.955371,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_023/metadata.json,0,0,3,0,0.955371,0.941389,0.944139
moderate_treatment_20260526_231706_024,moderate,treatment,moderate_treatment_20260526_231706_024,completed,20260527_171413,2026-05-27T17:22:25+0200,3,9,5,10,24,19,177204,93910,271114,491.7755,Candidate C,consensus,Candidate C,1,0.952396,0.949007,0.958702,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_024/metadata.json,0,0,3,0,0.949007,0.949478,0.958702
moderate_treatment_20260526_231706_025,moderate,treatment,moderate_treatment_20260526_231706_025,completed,20260527_172228,2026-05-27T17:27:54+0200,2,6,5,10,18,16,111329,60814,172143,325.6035,Candidate B,consensus,Candidate C,0,0.961468,0.957717,0.966863,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_025/metadata.json,0,3,0,0,0.966863,0.959823,0.957717
moderate_treatment_20260526_231706_026,moderate,treatment,moderate_treatment_20260526_231706_026,completed,20260527_172757,2026-05-27T17:33:41+0200,2,6,3,6,18,12,98381,62274,160655,344.1228,Candidate C,consensus,Candidate C,1,0.803665,0.728334,0.943753,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_026/metadata.json,0,0,3,0,0.728334,0.738908,0.943753
moderate_treatment_20260526_231706_027,moderate,treatment,moderate_treatment_20260526_231706_027,completed,20260527_173344,2026-05-27T17:38:43+0200,2,6,4,8,18,14,100051,57156,157207,298.6532,Candidate C,consensus,Candidate C,1,0.955088,0.949377,0.959724,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_027/metadata.json,0,0,3,0,0.956162,0.959724,0.949377
moderate_treatment_20260526_231706_028,moderate,treatment,moderate_treatment_20260526_231706_028,completed,20260527_173846,2026-05-27T17:44:46+0200,2,6,3,6,15,12,97400,65749,163149,359.8779,Candidate B,consensus,Candidate C,0,0.958768,0.94611,0.973007,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_028/metadata.json,0,3,0,0,0.957187,0.973007,0.94611
moderate_treatment_20260526_231706_029,moderate,treatment,moderate_treatment_20260526_231706_029,completed,20260527_174449,2026-05-27T17:52:44+0200,3,9,6,12,25,21,175831,89704,265535,474.7311,Candidate C,consensus,Candidate C,1,0.96482,0.959584,0.969413,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_029/metadata.json,0,0,3,0,0.969413,0.965462,0.959584
moderate_treatment_20260526_231706_030,moderate,treatment,moderate_treatment_20260526_231706_030,completed,20260527_175247,2026-05-27T17:58:15+0200,2,6,3,6,18,12,100944,61526,162470,327.7313,Candidate C,consensus,Candidate C,1,0.931894,0.91693,0.948637,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_030/metadata.json,0,0,3,0,0.91693,0.948637,0.930114
moderate_treatment_20260526_231706_031,moderate,treatment,moderate_treatment_20260526_231706_031,completed,20260527_175818,2026-05-27T18:03:13+0200,2,6,4,8,18,14,105841,55209,161050,294.5265,Candidate C,consensus,Candidate C,1,0.946932,0.941822,0.950307,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_031/metadata.json,0,0,3,0,0.948666,0.950307,0.941822
moderate_treatment_20260526_231706_032,moderate,treatment,moderate_treatment_20260526_231706_032,completed,20260527_180316,2026-05-27T18:12:09+0200,3,9,7,14,24,23,205409,97798,303207,533.5926,Candidate B,consensus,Candidate C,0,0.944751,0.941117,0.94833,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_032/metadata.json,0,3,0,0,0.94833,0.944806,0.941117
moderate_treatment_20260526_231706_033,moderate,treatment,moderate_treatment_20260526_231706_033,completed,20260527_181213,2026-05-27T18:20:41+0200,3,9,5,10,24,19,181955,96917,278872,508.8877,Candidate C,consensus,Candidate C,1,0.958978,0.955426,0.96541,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_033/metadata.json,0,0,3,0,0.96541,0.955426,0.956097
moderate_treatment_20260526_231706_034,moderate,treatment,moderate_treatment_20260526_231706_034,completed,20260527_182045,2026-05-27T18:25:54+0200,2,6,5,10,17,16,114597,58927,173524,309.5329,Candidate C,consensus,Candidate C,1,0.95195,0.950463,0.952759,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_034/metadata.json,0,0,3,0,0.952629,0.950463,0.952759
moderate_treatment_20260526_231706_035,moderate,treatment,moderate_treatment_20260526_231706_035,completed,20260527_182558,2026-05-27T18:30:51+0200,2,5,4,8,18,13,98930,56664,155594,293.9174,Candidate C,consensus,Candidate C,1,0.945888,0.934373,0.959792,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_035/metadata.json,0,0,3,0,0.959792,0.943499,0.934373
moderate_treatment_20260526_231706_036,moderate,treatment,moderate_treatment_20260526_231706_036,completed,20260527_183055,2026-05-27T18:38:41+0200,3,9,4,8,26,17,163841,88416,252257,466.1228,Candidate C,consensus,Candidate C,1,0.953647,0.939502,0.963506,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_036/metadata.json,0,0,3,0,0.963506,0.957932,0.939502
moderate_treatment_20260526_231706_037,moderate,treatment,moderate_treatment_20260526_231706_037,completed,20260527_183844,2026-05-27T18:47:26+0200,3,9,7,14,25,23,193983,97981,291964,521.9097,Candidate C,consensus,Candidate C,1,0.920955,0.890975,0.941652,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_037/metadata.json,0,0,3,0,0.941652,0.890975,0.930239
moderate_treatment_20260526_231706_038,moderate,treatment,moderate_treatment_20260526_231706_038,completed,20260527_184729,2026-05-27T18:55:50+0200,3,9,5,10,27,19,177475,95339,272814,501.2916,Candidate C,consensus,Candidate C,1,0.954452,0.947818,0.960494,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_038/metadata.json,0,0,3,0,0.955044,0.960494,0.947818
moderate_treatment_20260526_231706_039,moderate,treatment,moderate_treatment_20260526_231706_039,completed,20260527_185554,2026-05-27T19:03:11+0200,3,8,5,10,25,18,168863,84950,253813,437.572,Candidate C,consensus,Candidate C,1,0.960682,0.955999,0.969259,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_039/metadata.json,0,0,3,0,0.969259,0.956789,0.955999
moderate_treatment_20260526_231706_040,moderate,treatment,moderate_treatment_20260526_231706_040,completed,20260527_190315,2026-05-27T19:08:16+0200,2,6,3,6,17,12,98319,58345,156664,301.8555,Candidate C,consensus,Candidate C,1,0.950786,0.943835,0.956151,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_040/metadata.json,0,0,3,0,0.952373,0.943835,0.956151
moderate_treatment_20260526_231706_041,moderate,treatment,moderate_treatment_20260526_231706_041,completed,20260527_190819,2026-05-27T19:17:24+0200,3,9,8,16,25,25,210495,103312,313807,545.0041,Candidate B,consensus,Candidate C,0,0.948038,0.937488,0.956764,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_041/metadata.json,0,3,0,0,0.949861,0.956764,0.937488
moderate_treatment_20260526_231706_042,moderate,treatment,moderate_treatment_20260526_231706_042,completed,20260527_191728,2026-05-27T19:25:27+0200,3,9,10,20,27,29,196854,89363,286217,479.4137,Candidate C,consensus,Candidate C,1,0.942111,0.93197,0.950476,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_042/metadata.json,0,0,3,0,0.950476,0.943886,0.93197
moderate_treatment_20260526_231706_043,moderate,treatment,moderate_treatment_20260526_231706_043,completed,20260527_192530,2026-05-27T19:30:13+0200,2,6,3,6,16,12,99176,55545,154721,282.5177,Candidate B,consensus,Candidate C,0,0.953756,0.945303,0.958347,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_043/metadata.json,0,3,0,0,0.957617,0.945303,0.958347
moderate_treatment_20260526_231706_044,moderate,treatment,moderate_treatment_20260526_231706_044,completed,20260527_193016,2026-05-27T19:35:55+0200,2,6,7,14,17,20,132941,63681,196622,338.5815,Candidate D,consensus,Candidate C,0,0.943656,0.939556,0.951589,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_044/metadata.json,0,0,0,3,0.939822,0.951589,0.939556
moderate_treatment_20260526_231706_045,moderate,treatment,moderate_treatment_20260526_231706_045,completed,20260527_193558,2026-05-27T19:45:12+0200,3,9,6,12,27,21,183170,100617,283787,554.0679,Candidate C,consensus,Candidate C,1,0.924267,0.919427,0.927405,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_045/metadata.json,0,0,3,0,0.919427,0.925968,0.927405
moderate_treatment_20260526_231706_046,moderate,treatment,moderate_treatment_20260526_231706_046,completed,20260527_194515,2026-05-27T19:51:15+0200,2,6,5,10,17,16,125962,67602,193564,359.9633,Candidate C,consensus,Candidate C,1,0.939344,0.921991,0.956205,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_046/metadata.json,0,0,3,0,0.939835,0.921991,0.956205
