run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260508_195017_016,moderate,treatment,True,transparency_experiment,completed,20260508_231008,2026-05-08T23:13:41+0200,5,15,1,2,45,17,169394,57791,227185,213.5397,Candidate B,max_round_majority_vote,Candidate C,0,0.770395,0.716548,0.805614,0.208333,0.125,0.25,0.160499,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_016/metadata.json,1,2,0,0,0.25,0.25,0.125,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.805614,0.789022,0.716548
moderate_treatment_20260508_195017_017,moderate,treatment,True,transparency_experiment,completed,20260508_231344,2026-05-08T23:16:54+0200,5,15,0,0,45,15,150130,54124,204254,189.7657,Candidate C,max_round_majority_vote,Candidate C,1,0.798365,0.743737,0.882283,0.75,0.625,1.0,0.598774,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_017/metadata.json,1,0,2,0,0.625,0.625,1.0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.743737,0.769074,0.882283
moderate_treatment_20260508_195017_018,moderate,treatment,True,transparency_experiment,completed,20260508_231657,2026-05-08T23:18:30+0200,2,6,0,0,18,6,51247,24585,75832,93.7315,Candidate B,consensus,Candidate C,0,0.815149,0.767311,0.896736,0.166667,0.125,0.25,0.135858,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_018/metadata.json,0,3,0,0,0.125,0.25,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.767311,0.896736,0.781401
moderate_treatment_20260508_195017_019,moderate,treatment,True,transparency_experiment,completed,20260508_231833,2026-05-08T23:22:57+0200,5,15,0,0,45,15,151815,54179,205994,264.0133,Candidate B,max_round_majority_vote,Candidate C,0,0.802281,0.778246,0.821775,0.708333,0.5,0.875,0.568282,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_019/metadata.json,0,2,1,0,0.75,0.5,0.875,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0.821775,0.778246,0.806822
moderate_treatment_20260508_195017_020,moderate,treatment,True,transparency_experiment,completed,20260508_232300,2026-05-08T23:26:59+0200,5,15,0,0,45,15,157843,56895,214738,238.4041,Candidate A,max_round_majority_vote,Candidate C,0,0.795832,0.74436,0.864709,0.25,0.25,0.25,0.198958,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_020/metadata.json,2,0,0,1,0.25,0.25,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.74436,0.778427,0.864709
moderate_treatment_20260508_195017_021,moderate,treatment,True,transparency_experiment,completed,20260508_232702,2026-05-08T23:29:08+0200,2,6,0,0,18,6,53176,25264,78440,126.1232,Candidate C,consensus,Candidate C,1,0.864068,0.819535,0.943016,0.5,0.5,0.5,0.432034,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_021/metadata.json,0,0,3,0,0.5,0.5,0.5,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.829654,0.943016,0.819535
moderate_treatment_20260508_195017_022,moderate,treatment,True,transparency_experiment,completed,20260508_232911,2026-05-08T23:33:04+0200,5,15,1,2,45,17,178276,63273,241549,232.6384,Candidate A,max_round_majority_vote,Candidate C,0,0.864651,0.838089,0.906249,0.25,0.25,0.25,0.216163,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_022/metadata.json,2,1,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.849614,0.906249,0.838089
moderate_treatment_20260508_195017_023,moderate,treatment,True,transparency_experiment,completed,20260508_233307,2026-05-08T23:37:10+0200,5,15,1,2,45,17,168911,57246,226157,243.7956,Candidate B,max_round_majority_vote,Candidate C,0,0.903928,0.885952,0.929323,0.583333,0.25,0.875,0.527291,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_023/metadata.json,1,2,0,0,0.875,0.625,0.25,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0.929323,0.885952,0.896509
moderate_treatment_20260508_195017_024,moderate,treatment,True,transparency_experiment,completed,20260508_233713,2026-05-08T23:38:38+0200,2,6,0,0,18,6,48156,21880,70036,84.3685,Candidate C,consensus,Candidate C,1,0.825254,0.776394,0.90336,0.625,0.625,0.625,0.515784,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_024/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.90336,0.776394,0.796009
moderate_treatment_20260508_195017_025,moderate,treatment,True,transparency_experiment,completed,20260508_233842,2026-05-08T23:42:53+0200,5,15,0,0,45,15,154269,55682,209951,251.8813,,max_round_no_majority,Candidate C,0,0.786675,0.723044,0.909129,0.5,0.375,0.75,0.393338,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_025/metadata.json,1,1,0,1,0.375,0.75,0.375,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0.727851,0.909129,0.723044
moderate_treatment_20260508_195017_026,moderate,treatment,True,transparency_experiment,completed,20260508_234256,2026-05-08T23:46:46+0200,5,14,0,0,45,14,149019,59895,208914,229.1831,,max_round_no_majority,Candidate C,0,0.863499,0.83041,0.905281,0.333333,0.25,0.375,0.287833,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_026/metadata.json,1,1,0,1,0.25,0.375,0.375,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.905281,0.83041,0.854805
moderate_treatment_20260508_195017_027,moderate,treatment,True,transparency_experiment,completed,20260508_234649,2026-05-08T23:50:14+0200,5,15,0,0,45,15,156995,57612,214607,205.0423,Candidate A,max_round_majority_vote,Candidate C,0,0.838322,0.792804,0.884048,0.583333,0.25,0.875,0.489021,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_027/metadata.json,2,1,0,0,0.25,0.625,0.875,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0.838114,0.792804,0.884048
moderate_treatment_20260508_195017_028,moderate,treatment,True,transparency_experiment,completed,20260508_235017,2026-05-08T23:54:48+0200,5,14,0,0,45,14,156112,62018,218130,271.5378,,max_round_no_majority,Candidate C,0,0.752728,0.679024,0.862154,0.666667,0.375,0.875,0.501819,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_028/metadata.json,1,1,0,1,0.375,0.75,0.875,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.679024,0.717005,0.862154
moderate_treatment_20260508_195017_029,moderate,treatment,True,transparency_experiment,completed,20260508_235451,2026-05-08T23:58:32+0200,5,15,0,0,45,15,160013,59778,219791,220.7145,Candidate A,max_round_majority_vote,Candidate C,0,0.853025,0.832726,0.880149,0.208333,0.125,0.25,0.177713,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_029/metadata.json,2,0,0,1,0.25,0.125,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.832726,0.880149,0.8462
moderate_treatment_20260508_195017_030,moderate,treatment,True,transparency_experiment,completed,20260508_235835,2026-05-09T00:01:48+0200,5,15,0,0,45,15,153523,55846,209369,192.7208,Candidate C,max_round_majority_vote,Candidate C,1,0.800792,0.723129,0.915348,0.375,0.25,0.5,0.300297,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/moderate/moderate_treatment_20260508_195017_030/metadata.json,1,0,2,0,0.375,0.25,0.5,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0.763898,0.915348,0.723129
high_baseline_20260508_195017_001,high,baseline,False,transparency_experiment,completed,20260509_025803,2026-05-09T02:59:26+0200,2,6,1,2,0,8,21893,7525,29418,82.4932,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_001/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_002,high,baseline,False,transparency_experiment,completed,20260509_025928,2026-05-09T03:00:41+0200,2,6,0,0,0,6,16775,7763,24538,72.5527,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_002/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_003,high,baseline,False,transparency_experiment,completed,20260509_030044,2026-05-09T03:01:35+0200,2,6,0,0,0,6,16469,6326,22795,51.0181,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_003/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_004,high,baseline,False,transparency_experiment,completed,20260509_030138,2026-05-09T03:02:23+0200,2,6,0,0,0,6,16626,5352,21978,45.3431,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_004/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_005,high,baseline,False,transparency_experiment,completed,20260509_030226,2026-05-09T03:03:23+0200,2,6,2,4,0,10,28281,6953,35234,57.2829,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_005/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_006,high,baseline,False,transparency_experiment,completed,20260509_030326,2026-05-09T03:04:19+0200,2,6,1,2,0,8,22546,6861,29407,53.2172,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_006/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_007,high,baseline,False,transparency_experiment,completed,20260509_030422,2026-05-09T03:06:22+0200,4,12,0,0,0,12,50318,14488,64806,119.5541,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_007/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_008,high,baseline,False,transparency_experiment,completed,20260509_030625,2026-05-09T03:07:13+0200,2,6,1,2,0,8,21470,6202,27672,48.3135,Candidate A,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_008/metadata.json,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_009,high,baseline,False,transparency_experiment,completed,20260509_030716,2026-05-09T03:08:06+0200,2,6,0,0,0,6,16177,5968,22145,50.3969,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_009/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_010,high,baseline,False,transparency_experiment,completed,20260509_030809,2026-05-09T03:10:05+0200,4,12,2,4,0,16,57820,14055,71875,116.1945,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_010/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_011,high,baseline,False,transparency_experiment,completed,20260509_031008,2026-05-09T03:12:50+0200,5,15,0,0,0,15,75007,19419,94426,161.7448,Candidate D,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_011/metadata.json,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_012,high,baseline,False,transparency_experiment,completed,20260509_031253,2026-05-09T03:13:36+0200,2,6,0,0,0,6,15896,5649,21545,42.5664,Candidate D,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_012/metadata.json,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_013,high,baseline,False,transparency_experiment,completed,20260509_031338,2026-05-09T03:15:46+0200,5,15,1,2,0,17,80867,16071,96938,127.7092,Candidate C,consensus,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_013/metadata.json,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_014,high,baseline,False,transparency_experiment,completed,20260509_031549,2026-05-09T03:18:07+0200,5,15,1,2,0,17,75546,17009,92555,137.7121,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_014/metadata.json,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_015,high,baseline,False,transparency_experiment,completed,20260509_031810,2026-05-09T03:18:59+0200,2,6,0,0,0,6,16578,6121,22699,49.6243,Candidate A,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_015/metadata.json,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_016,high,baseline,False,transparency_experiment,completed,20260509_031902,2026-05-09T03:19:51+0200,2,6,0,0,0,6,16509,6589,23098,49.0041,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_016/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_017,high,baseline,False,transparency_experiment,completed,20260509_031954,2026-05-09T03:20:50+0200,2,6,0,0,0,6,16145,7117,23262,56.0263,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_017/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_018,high,baseline,False,transparency_experiment,completed,20260509_032053,2026-05-09T03:22:00+0200,2,6,2,4,0,10,27642,8034,35676,67.4316,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_018/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_019,high,baseline,False,transparency_experiment,completed,20260509_032203,2026-05-09T03:23:20+0200,3,9,0,0,0,9,30900,10115,41015,77.1619,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_019/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_020,high,baseline,False,transparency_experiment,completed,20260509_032323,2026-05-09T03:24:16+0200,2,6,0,0,0,6,16985,6990,23975,52.337,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_020/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_021,high,baseline,False,transparency_experiment,completed,20260509_032418,2026-05-09T03:25:28+0200,2,6,0,0,0,6,16852,5773,22625,69.3977,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_021/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_022,high,baseline,False,transparency_experiment,completed,20260509_032531,2026-05-09T03:26:58+0200,3,9,0,0,0,9,30408,10852,41260,87.5144,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_022/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_023,high,baseline,False,transparency_experiment,completed,20260509_032701,2026-05-09T03:29:51+0200,5,15,0,0,0,15,70189,20455,90644,169.996,Candidate C,max_round_majority_vote,Candidate C,1,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_023/metadata.json,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_024,high,baseline,False,transparency_experiment,completed,20260509_032954,2026-05-09T03:30:50+0200,2,6,0,0,0,6,16300,6661,22961,55.6157,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_024/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_025,high,baseline,False,transparency_experiment,completed,20260509_033052,2026-05-09T03:33:22+0200,5,15,0,0,0,15,74011,18548,92559,149.6567,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_025/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_026,high,baseline,False,transparency_experiment,completed,20260509_033325,2026-05-09T03:34:15+0200,2,6,0,0,0,6,15856,6408,22264,50.4058,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_026/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_027,high,baseline,False,transparency_experiment,completed,20260509_033419,2026-05-09T03:35:12+0200,2,6,0,0,0,6,16089,6637,22726,53.4941,Candidate B,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_027/metadata.json,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_028,high,baseline,False,transparency_experiment,completed,20260509_033515,2026-05-09T03:36:08+0200,2,6,0,0,0,6,16341,5502,21843,53.2207,Candidate A,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_028/metadata.json,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_029,high,baseline,False,transparency_experiment,completed,20260509_033611,2026-05-09T03:36:54+0200,2,6,0,0,0,6,16086,4981,21067,43.3632,Candidate A,consensus,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_029/metadata.json,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_baseline_20260508_195017_030,high,baseline,False,transparency_experiment,completed,20260509_033657,2026-05-09T03:39:22+0200,5,15,0,0,0,15,70366,16123,86489,145.0187,Candidate B,max_round_majority_vote,Candidate C,0,,,,,,,,not_applicable,not_applicable,,01_data/raw/simulations/high/high_baseline_20260508_195017_030/metadata.json,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_treatment_20260508_195017_001,high,treatment,True,transparency_experiment,completed,20260509_000150,2026-05-09T00:04:00+0200,2,6,1,2,18,8,93535,33318,126853,129.1596,Candidate C,consensus,Candidate C,1,0.821846,0.763063,0.914802,0.583333,0.5,0.625,0.47941,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_001/metadata.json,0,0,3,0,0.5,0.625,0.625,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.914802,0.787674,0.763063
high_treatment_20260508_195017_002,high,treatment,True,transparency_experiment,completed,20260509_000402,2026-05-09T00:05:55+0200,2,6,2,4,18,10,97094,29658,126752,112.1234,Candidate B,consensus,Candidate C,0,0.923613,0.914857,0.934311,0.416667,0.25,0.75,0.384839,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_002/metadata.json,0,3,0,0,0.25,0.75,0.25,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.914857,0.92167,0.934311
high_treatment_20260508_195017_003,high,treatment,True,transparency_experiment,completed,20260509_000558,2026-05-09T00:10:46+0200,5,15,1,2,45,17,337066,72915,409981,287.6541,Candidate B,consensus,Candidate C,0,0.914363,0.888127,0.940649,0.25,0.0,0.625,0.228591,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_003/metadata.json,0,3,0,0,0.625,0.0,0.125,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.914314,0.940649,0.888127
high_treatment_20260508_195017_004,high,treatment,True,transparency_experiment,completed,20260509_001049,2026-05-09T00:12:45+0200,2,6,0,0,18,6,80603,30245,110848,116.7517,Candidate D,consensus,Candidate C,0,0.873097,0.844234,0.892454,0.125,0.125,0.125,0.109137,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_004/metadata.json,0,0,0,3,0.125,0.125,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.892454,0.882604,0.844234
high_treatment_20260508_195017_005,high,treatment,True,transparency_experiment,completed,20260509_001248,2026-05-09T00:14:43+0200,2,6,1,2,18,8,82282,29775,112057,114.3493,Candidate C,consensus,Candidate C,1,0.827353,0.751182,0.869631,0.875,0.625,1.0,0.723934,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_005/metadata.json,0,0,3,0,1.0,1.0,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.869631,0.751182,0.861245
high_treatment_20260508_195017_006,high,treatment,True,transparency_experiment,completed,20260509_001446,2026-05-09T00:16:52+0200,2,6,0,0,18,6,77530,32367,109897,126.6318,Candidate C,consensus,Candidate C,1,0.795662,0.690148,0.875583,0.541667,0.375,0.625,0.430984,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_006/metadata.json,0,0,3,0,0.625,0.375,0.625,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0.875583,0.821254,0.690148
high_treatment_20260508_195017_007,high,treatment,True,transparency_experiment,completed,20260509_001655,2026-05-09T00:18:52+0200,2,6,1,2,18,8,91604,30266,121870,116.2055,Candidate B,consensus,Candidate C,0,0.902616,0.869735,0.927411,0.125,0.125,0.125,0.112827,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_007/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.910702,0.869735,0.927411
high_treatment_20260508_195017_008,high,treatment,True,transparency_experiment,completed,20260509_001855,2026-05-09T00:21:39+0200,3,9,1,2,27,11,155277,45703,200980,164.0209,Candidate A,consensus,Candidate C,0,0.862407,0.844403,0.887435,0.333333,0.0,0.875,0.287469,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_008/metadata.json,3,0,0,0,0.125,0.0,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.855382,0.844403,0.887435
high_treatment_20260508_195017_009,high,treatment,True,transparency_experiment,completed,20260509_002142,2026-05-09T00:24:43+0200,3,9,1,2,27,11,149970,44294,194264,180.9554,Candidate C,consensus,Candidate C,1,0.895062,0.869722,0.923974,0.625,0.375,1.0,0.559414,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_009/metadata.json,0,0,3,0,0.375,0.5,1.0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.891491,0.869722,0.923974
